image,160_x,160_y,160_z,160_r1,160_r2,160_r3,160_bb_x1,160_bb_y1,160_bb_x2,160_bb_y2,160_bb_x3,160_bb_y3,160_bb_x4,160_bb_y4,160_error
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00643.jpg,-2.11926,12.6184,1.04021,3.1232,-0.101619,0.0621886,1244.5,2464.96,1320.45,2474.03,1315.7,2534.37,1235.01,2524.38,0.122322
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00644.jpg,-1.80628,12.6892,1.03433,3.13154,-0.173836,0.0677347,1269.97,2470.18,1346.78,2477.89,1343.49,2537.9,1262.22,2529.87,0.131682
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00645.jpg,-1.79873,12.7113,0.999979,-3.13232,0.200955,-0.05922,1270.85,2472.85,1347.11,2479.88,1343.6,2539.91,1262.59,2532.31,0.119513
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00646.jpg,-2.14891,12.7038,1.02528,3.12348,-0.180813,0.0610426,1243.24,2466.84,1318.82,2475.46,1313.52,2535.15,1233.65,2525,0.109756
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00647.jpg,-2.79158,12.5848,1.01428,-2.87048,-0.687064,-0.0458324,1191.51,2455.33,1266.05,2467.46,1258.17,2527.17,1178.76,2512.95,0.135969
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00648.jpg,-3.52586,12.4982,0.976642,3.13815,-0.021843,0.0544012,1133.47,2440.92,1207.38,2458.29,1196.47,2516.87,1117.74,2498.2,0.146432
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00649.jpg,-3.71224,12.5011,0.944716,-3.1312,-0.066189,-0.0619478,1118.83,2438.99,1193.01,2456.45,1181.25,2515.32,1102.95,2495.45,0.0989849
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00650.jpg,-3.64532,12.5156,0.926358,-3.12896,0.000625835,-0.0558467,1124.06,2441.31,1198,2459.68,1186.3,2517.38,1108.21,2498.44,0.0902458
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00651.jpg,-3.2639,12.6551,0.952351,-2.89713,-0.77106,-0.056452,1155.87,2450.42,1229.47,2465.36,1220,2523.58,1141.89,2507.27,0.194688
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00652.jpg,-2.67262,12.8741,0.994051,3.12994,-0.117132,0.0722194,1204.99,2461.36,1279.18,2473.02,1272.47,2531.46,1193.77,2518.76,0.0803752
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00653.jpg,-2.35136,12.9866,1.01255,3.12309,-0.141897,0.0717785,1231.3,2466.87,1305.74,2476.05,1300.32,2534.61,1221.74,2524.34,0.0973477
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00654.jpg,-2.37769,13.0631,0.985785,-2.92191,-0.641697,-0.0711455,1229.9,2469.02,1304.04,2477.9,1298.92,2536.63,1220.44,2525.76,0.13387
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00655.jpg,-2.46612,13.0166,0.971964,-2.88,-0.658326,-0.0654838,1222.57,2468.05,1296.26,2477.71,1290.9,2535.96,1212.52,2524.71,0.149748
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00656.jpg,-2.89033,13.0203,0.960472,-3.13863,0.104883,-0.0589069,1190.78,2462.61,1263.85,2473.41,1256.15,2531.38,1178.76,2517.59,0.124923
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00657.jpg,-3.47152,12.9539,0.932296,-3.12503,0.000998498,-0.0550256,1145.91,2451.36,1218.48,2466.43,1208.6,2523.44,1131.85,2506.29,0.13561
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00658.jpg,-3.43998,12.9741,0.951038,3.13812,0.000399797,0.0636961,1149.06,2450.89,1221.43,2466.16,1211.85,2522.84,1135.36,2506.14,0.109312
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00659.jpg,-3.25218,13.1606,0.97261,-2.86053,-0.680416,-0.0500016,1166.53,2454.81,1238.79,2469.24,1230.11,2525.72,1153.56,2510.54,0.222765
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00660.jpg,-3.08816,13.2037,0.971189,-3.1388,0.0250954,-0.0639331,1179.21,2459.22,1251.69,2472.05,1243.37,2528.66,1166.93,2514.32,0.133987
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00661.jpg,-3.07376,13.1964,0.978978,3.11441,-0.0503879,0.07133,1180.32,2459.13,1252.76,2471.46,1244.36,2528.23,1168.51,2513.84,0.0843084
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00662.jpg,-3.09747,13.2918,1.00037,-3.12108,0.0465028,-0.0585541,1180.56,2458.68,1252.14,2471.47,1244.42,2527.34,1168.88,2513.08,0.0740654
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00663.jpg,-3.10852,13.3655,1.04201,-2.86452,-0.651757,-0.0571034,1181.49,2456.33,1252.93,2469.1,1245.13,2524.96,1169.78,2511.22,0.22889
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00664.jpg,-3.10347,13.396,1.08225,-2.87686,-0.68597,-0.0547354,1183.14,2454.38,1254.11,2466.95,1246.48,2522.85,1171.47,2509.12,0.0940341
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00665.jpg,-3.14208,13.3615,1.05159,-3.11737,0.0783609,-0.0612638,1179.71,2455.33,1250.28,2467.88,1242.49,2523.8,1167.92,2509.71,0.134064
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00666.jpg,-3.1843,13.532,1.06479,-2.87211,-0.648441,-0.0603373,1179.46,2455.06,1249.79,2468.39,1242.15,2523.83,1167.8,2509.62,0.122031
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00667.jpg,-3.17794,13.4674,1.05016,3.13719,-0.0600482,0.0742642,1178.65,2455.99,1249.03,2468.36,1241.27,2523.87,1167.32,2510.05,0.0592755
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00668.jpg,-3.21032,13.5736,1.05219,3.13138,-0.0248234,0.0773111,1178.28,2456.14,1248.21,2469.11,1240.84,2524.06,1166.75,2510.33,0.12637
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00669.jpg,-3.18992,13.6466,1.06991,-2.87896,-0.686569,-0.077538,1180.8,2456.66,1250.68,2468.82,1243.73,2523.68,1169.93,2510.45,0.138484
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00670.jpg,-2.89326,13.6596,1.06947,-2.92777,-0.700468,-0.0856827,1202.29,2461.62,1272.38,2472.58,1266.39,2527.53,1192.86,2515.83,0.0776695
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00671.jpg,-2.89949,13.8132,1.05612,3.10556,-0.05015,0.0825322,1204.16,2464.74,1273.83,2474.18,1267.67,2529.05,1194.15,2517.74,0.102099
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00672.jpg,-2.90285,13.864,1.01612,3.13547,-0.0780533,0.0757905,1204.27,2466.99,1273.95,2477.15,1267.5,2531.34,1194.39,2520.03,0.115814
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00673.jpg,-2.90389,13.8801,0.969918,-2.90473,-0.680496,-0.0715508,1204.03,2469.07,1273.25,2480.68,1267.25,2534.35,1193.98,2522.55,0.126796
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00674.jpg,-2.91431,13.9482,0.965528,-2.887,-0.674542,-0.0628606,1203.85,2470.5,1273.28,2480.67,1267.18,2534.71,1194.38,2522.86,0.076384
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00675.jpg,-2.92265,14.0331,0.956635,3.12946,-0.0322556,0.0718345,1205.02,2471.3,1274.05,2481.33,1267.65,2535.25,1194.98,2523.69,0.119724
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00676.jpg,-2.9072,14.0128,0.960731,-2.90582,-0.701061,-0.0642499,1205.67,2471.36,1274.44,2481.88,1268.49,2535.21,1195.93,2523.65,0.111573
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00677.jpg,-2.92486,14.0775,0.95386,3.10702,-0.0778067,0.0735779,1205.56,2472.05,1274.12,2482.58,1267.94,2535.67,1195.72,2524,0.0734669
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00678.jpg,-2.93648,14.0864,0.957573,3.1166,-0.0844252,0.0707381,1204.94,2471.69,1273.08,2482.56,1267.47,2535.32,1195.42,2523.66,0.0940346
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00679.jpg,-2.94883,14.1955,0.931503,-2.89294,-0.652268,-0.0618172,1205.32,2473.42,1273.27,2484.41,1267.36,2537.24,1195.63,2525.03,0.0849834
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00680.jpg,-2.97233,14.2709,0.941227,-2.93215,-0.678777,-0.0643633,1204.99,2473.34,1272.87,2484.23,1266.75,2536.39,1195.1,2525.21,0.0584376
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00681.jpg,-2.96987,14.277,0.949531,-3.13151,0.109928,-0.0673517,1205.35,2473.4,1273.46,2483.36,1266.92,2536.16,1195.83,2524.63,0.039376
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00682.jpg,-2.98708,14.3763,0.953015,3.11728,-0.0832002,0.0754053,1205.69,2473.48,1273.17,2484.17,1266.96,2536.42,1196.12,2524.68,0.0507025
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00683.jpg,-2.98368,14.4618,0.956733,-2.93178,-0.686508,-0.0712467,1207.43,2473.49,1274.43,2484.52,1268.39,2536.5,1197.6,2524.83,0.162301
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00684.jpg,-3.00953,14.4541,0.956976,3.1038,-0.103618,0.0776214,1205.52,2473.99,1272.52,2483.94,1266.28,2536.11,1195.99,2524.54,0.100894
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00685.jpg,-2.98449,14.461,0.925632,3.11342,-0.101908,0.0657024,1206.9,2476.07,1273.68,2486.34,1267.63,2538.68,1197.35,2527.56,0.0569116
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00686.jpg,-2.99841,14.6313,0.955702,3.08976,-0.032619,0.072066,1208.78,2474.94,1275.15,2486.19,1269.44,2537.11,1199.66,2525.9,0.0452014
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00687.jpg,-2.97853,14.649,0.945737,3.1061,-0.0816424,0.0727694,1210.5,2476.32,1276.95,2486.57,1270.87,2538.02,1201.03,2526.69,0.123129
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00688.jpg,-2.98687,14.6771,0.965338,3.10572,-0.0691769,0.0720503,1210.64,2475.66,1276.75,2485.4,1270.74,2536.78,1201.12,2525.58,0.108812
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00689.jpg,-2.98122,14.6606,0.987189,3.12651,-0.0827442,0.0594197,1211.06,2474.35,1277.03,2484.28,1270.84,2535.47,1201.78,2524.53,0.083869
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00690.jpg,-3.00882,14.8204,1.00965,-2.93143,-0.661826,-0.0570927,1211.72,2473.26,1277.09,2484.34,1271.39,2534.59,1202.18,2523.84,0.180209
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00691.jpg,-3.00545,14.846,1.00593,3.1108,-0.0671265,0.0680549,1212.3,2474.24,1277.43,2484.61,1271.45,2534.84,1202.91,2524.12,0.113063
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00692.jpg,-3.00278,14.8709,1.0206,3.11877,-0.0790885,0.0595723,1213.15,2474.09,1278.18,2483.74,1272.39,2534.48,1203.72,2523.41,0.110693
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00693.jpg,-2.96098,14.9652,1.0238,-2.90716,-0.647908,-0.0669006,1217.44,2474.94,1282.28,2484.6,1276.37,2535.36,1208.34,2524.38,0.157693
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00694.jpg,-2.6499,15.0541,1.07713,-2.93104,-0.615199,-0.0660225,1239.72,2477.19,1304.66,2485.9,1299.86,2536.07,1231.91,2526.85,0.135122
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00695.jpg,-2.62317,15.0533,1.05941,3.13641,-0.134868,0.0596226,1241.48,2478.78,1306.11,2486.88,1301.58,2537.44,1233.71,2528.01,0.0617893
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00696.jpg,-2.64976,15.0838,1.03001,-2.89714,-0.608952,-0.0640122,1239.67,2480.08,1303.91,2488.36,1299.73,2538.5,1231.97,2529.24,0.125864
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00697.jpg,-2.66468,15.0841,1.02867,-3.118,0.164095,-0.0540439,1239.05,2480.12,1303.07,2488.81,1298.67,2538.34,1231.19,2529.11,0.0837242
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00698.jpg,-2.67952,15.2371,1.03319,-2.94422,-0.608728,-0.0636152,1239.55,2481,1303.6,2488.59,1299.3,2538.45,1231.89,2529.85,0.125807
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00699.jpg,-2.6528,15.2937,1.03328,-3.11874,0.141852,-0.0577485,1242.38,2481.12,1306.05,2489.98,1301.85,2539.08,1234.55,2530.08,0.147464
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00700.jpg,-2.65977,15.3497,1.03223,3.11464,-0.12282,0.0618058,1242.41,2481.86,1305.99,2489.78,1301.7,2539.49,1234.87,2530.23,0.0949639
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00701.jpg,-2.65161,15.4163,1.05227,-2.93599,-0.614347,-0.0583204,1243.87,2481.31,1307.57,2489.47,1302.91,2538.38,1236.43,2529.83,0.112928
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00702.jpg,-2.65239,15.4305,1.06455,-3.12154,0.139453,-0.0550076,1244.32,2480.95,1307.73,2488.66,1302.93,2538.24,1236.73,2528.96,0.0726469
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00703.jpg,-2.69673,15.551,1.06961,-2.93295,-0.590669,-0.0643729,1242.74,2480.57,1305.61,2488.88,1301.19,2537.55,1235.21,2529.08,0.0877588
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00704.jpg,-2.69879,15.5702,1.0667,-3.12553,0.105504,-0.0545215,1242.92,2481.11,1305.81,2489.27,1301.26,2537.69,1235.73,2528.89,0.109772
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00705.jpg,-2.70382,15.6745,1.05943,-2.95332,-0.62069,-0.0647479,1243.59,2482.41,1306.31,2489.79,1302.09,2538.65,1236.53,2529.66,0.117148
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00706.jpg,-2.66608,15.6216,1.03172,-3.11016,0.163194,-0.0457335,1245.74,2483.9,1308.16,2491.72,1303.9,2539.96,1238.1,2531.52,0.0777663
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00707.jpg,-2.68088,15.7494,1.00602,3.12374,-0.0975966,0.0571256,1245.75,2485.56,1307.81,2493.66,1303.83,2541.69,1238.56,2533.38,0.118754
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00708.jpg,-2.66932,15.8387,1.00045,3.08241,-0.0730418,0.066122,1247.25,2486.67,1309.71,2494.44,1305.16,2542.13,1240.22,2534.03,0.110404
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00709.jpg,-2.67952,15.8814,0.974806,-2.94525,-0.617933,-0.061598,1247.11,2488.24,1309.14,2495.75,1304.78,2543.71,1239.69,2535.36,0.0818284
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00710.jpg,-2.70104,15.9371,0.987258,-2.9468,-0.578918,-0.0625468,1246.38,2487.86,1308.14,2495.45,1304.14,2543.13,1239.23,2534.7,0.0666578
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00711.jpg,-2.71528,15.9517,0.997248,-2.92811,-0.648879,-0.0569725,1245.56,2487.06,1307.3,2495.06,1303.37,2542.42,1238.8,2534.05,0.139141
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00712.jpg,-2.71514,15.9222,1.01175,-3.12518,0.161656,-0.0505481,1245.34,2486.4,1306.91,2493.7,1303.47,2541.23,1238.83,2533.36,0.0718399
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00713.jpg,-2.70405,16.0322,1.02647,-3.13308,0.131997,-0.0593688,1247.87,2486.24,1309.29,2493.66,1304.88,2541.1,1240.9,2532.83,0.100398
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00714.jpg,-2.71192,16.0529,1.02802,-2.96098,-0.64378,-0.0623994,1247.21,2486.57,1308.12,2493.74,1304.58,2541.06,1240.43,2532.74,0.0795906
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00715.jpg,-2.74393,16.1283,1.0091,3.12951,-0.103709,0.0600529,1246.16,2487.19,1306.88,2495.02,1303.3,2541.91,1239.31,2534.11,0.107312
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00716.jpg,-2.74182,16.1372,1.02316,-2.92208,-0.634168,-0.0662163,1246.52,2487.7,1306.83,2494.17,1303.32,2541.9,1239.74,2533.71,0.119905
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00717.jpg,-2.76943,16.2382,1.01514,-2.92925,-0.625877,-0.0633515,1245.87,2487.84,1306.34,2494.93,1302.41,2541.54,1239.21,2533.81,0.0958329
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00718.jpg,-2.766,16.3364,1.035,-2.94423,-0.623989,-0.0676538,1247.43,2487.49,1307.71,2494.59,1303.76,2541.14,1240.64,2532.71,0.0434177
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00719.jpg,-2.7509,16.3051,1.03646,3.13242,-0.170748,0.0568349,1248.05,2487.3,1308.22,2494.63,1304.62,2541.16,1241.43,2533.06,0.0768269
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00720.jpg,-2.78331,16.4161,1.05122,3.13571,-0.075999,0.0699923,1247.6,2486.46,1307.43,2494.48,1303.63,2540.4,1240.7,2532.44,0.0910758
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00721.jpg,-2.81052,16.553,1.06137,-2.94283,-0.58598,-0.056069,1247.24,2486.87,1306.76,2494.15,1302.83,2541.31,1240.35,2533.08,0.0973832
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00722.jpg,-2.86004,16.5507,1.06179,-2.91067,-0.592842,-0.0452843,1244.9,2486.36,1303.59,2493.87,1299.52,2539.93,1237.08,2531.18,0.174408
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00723.jpg,-3.12393,16.4515,1.10266,-2.88101,-0.661238,-0.0528521,1227.35,2481.03,1286.52,2488.74,1281.58,2534.86,1220,2525.41,0.148768
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00724.jpg,-3.45342,16.4847,1.03915,-2.89546,-0.629621,-0.0443927,1207.41,2479.7,1266.38,2488.59,1260.35,2534.32,1198.72,2524.21,0.103338
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00725.jpg,-4.11926,16.5999,1.02036,-2.93021,-0.532913,-0.0364973,1169.21,2471.12,1227.4,2483.08,1219.52,2528.12,1159.16,2515.51,0.14839
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00726.jpg,-4.53661,16.21,0.996638,-2.91565,-0.796463,-0.0502882,1138.37,2462.59,1196.42,2475.98,1187.36,2521.09,1126.72,2506.24,0.104096
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00727.jpg,-4.74378,16.3006,0.99942,-2.91299,-0.762196,-0.0439822,1127.68,2459.27,1185.48,2473.7,1176.24,2518.41,1115.97,2503.17,0.118795
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00728.jpg,-4.66375,16.2643,1.00293,-3.12644,-0.0390271,-0.0537128,1131.84,2460.3,1190.01,2474.61,1180.74,2519.22,1120.23,2504.2,0.0545349
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00729.jpg,-5.15083,16.2013,0.99706,-2.91217,-0.756434,-0.0364783,1103.59,2452.11,1159.25,2466.54,1149.03,2511.03,1090.19,2495.03,0.125812
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00730.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00731.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00732.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00733.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00734.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00735.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00736.jpg,-15.9605,4.85249,0.55942,-2.25153,-2.12915,0.0270968,402.94,1727.95,421.886,1785.37,378.599,1801.11,359.368,1740.15,0.104519
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00737.jpg,-16.0805,4.58937,0.552436,-2.24981,-2.13541,0.0159569,397.784,1709.07,415.758,1768.02,372.206,1782.92,353.738,1721.02,0.0930146
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00738.jpg,-16.2169,4.6632,0.558306,-2.6624,-1.65243,-0.00545948,398.636,1711.26,416.169,1770.13,372.843,1784.96,354.392,1723.13,0.0854531
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00739.jpg,-16.1076,4.62353,0.55445,-2.29618,-2.10875,-0.00600158,398.706,1710.57,415.734,1769.74,372.773,1784.64,354.197,1722.76,0.130872
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00740.jpg,-16.3925,4.19907,0.522973,-2.32257,-2.09777,-0.0242217,389.551,1680.89,405.226,1739.76,361.464,1753.56,345.198,1691.57,0.113835
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00741.jpg,-16.4759,3.43496,0.50403,-2.23961,-2.1429,0.0195399,378.353,1632.41,392.035,1692.51,347.375,1703.95,333.983,1640.94,0.12977
