image,160_x,160_y,160_z,160_r1,160_r2,160_r3,160_bb_x1,160_bb_y1,160_bb_x2,160_bb_y2,160_bb_x3,160_bb_y3,160_bb_x4,160_bb_y4,160_error,144_x,144_y,144_z,144_r1,144_r2,144_r3,144_bb_x1,144_bb_y1,144_bb_x2,144_bb_y2,144_bb_x3,144_bb_y3,144_bb_x4,144_bb_y4,144_error
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/283.png,2.30905,-10.4727,5.94986,-0.00799109,1.58384,0.296107,568.33,189.083,571.601,171.072,601.722,177.8,597.004,194.987,0.115574,9.52941,-1.72927,5.47423,-1.32491,1.63874,-1.11773,834.484,470.005,829.093,438.344,848.251,434.232,854.197,467.633,0.134628
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/284.png,2.31345,-10.355,5.88832,-0.00298518,1.58969,0.30793,569.374,189.14,572.399,171.264,602.662,178.017,597.888,195.407,0.107411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/285.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41217,-1.57363,5.40001,-1.3282,1.61161,-1.1201,834.575,474.811,829.898,442.716,849.245,438.782,854.772,472.686,0.160583
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/286.png,2.35761,-10.2756,5.84791,-1.09098,1.21748,-0.758593,571.089,189.65,574.45,171.655,604.728,178.586,599.724,195.885,0.130426,9.39494,-1.50022,5.38774,-1.35967,1.60936,-1.09711,834.758,477.188,830.277,445.115,849.734,441.009,855.089,475.507,0.117064
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/287.png,2.31332,-10.3205,5.8724,-0.0228988,1.58682,0.305014,569.348,189.462,572.591,171.403,602.948,178.048,598.313,195.397,0.0974219,9.33906,-1.49957,5.35862,-1.3468,1.61781,-1.09617,834.591,477.197,830.036,444.519,849.69,440.726,855.002,474.944,0.110137
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/288.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22575,-1.48912,5.29765,-1.33391,1.61998,-1.10393,834.43,477.127,829.867,444.393,849.541,440.17,855.004,474.748,0.159881
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/289.png,2.1736,-10.197,5.78889,-0.00199829,1.57797,0.327665,566.102,188.731,569.064,170.566,599.452,177.272,595.069,194.752,0.0628569,9.25069,-1.50178,5.31566,-1.34948,1.60865,-1.11512,834.32,476.679,829.556,444.056,849.426,439.863,854.895,474.728,0.162495
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/290.png,2.1403,-10.2884,5.83618,-0.00731418,1.58431,0.299167,564.256,188.637,567.426,170.351,597.956,176.864,593.537,194.2,0.125156,9.10832,-1.48804,5.23856,-1.3475,1.59726,-1.12212,834.177,476.53,829.367,443.596,849.329,439.366,854.853,474.516,0.159981
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/291.png,1.98047,-10.2081,5.77434,0.010275,1.58567,0.306112,560.03,187.785,562.522,169.624,593.268,175.664,589.458,193.33,0.0853526,9.12878,-1.57807,5.26029,-1.32326,1.62586,-1.10937,833.545,473.624,828.734,440.538,848.671,436.155,854.566,471.604,0.165784
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/292.png,1.93653,-10.2488,5.79141,0.0252906,1.57433,0.28684,558.352,187.647,560.801,169.386,591.614,175.245,587.799,192.934,0.109156,9.04325,-1.57203,5.21531,-1.32335,1.62098,-1.11328,833.457,473.579,828.371,440.29,848.486,435.838,854.587,471.082,0.168001
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/293.png,1.98264,-10.3046,5.82811,0.0165004,1.57441,0.28258,559.263,187.82,562.221,169.565,592.958,175.603,588.732,193.196,0.0915485,9.07437,-1.5072,5.23133,-1.34599,1.61489,-1.10077,833.557,476.221,828.756,442.576,849.062,438.299,854.773,473.741,0.123556
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/294.png,1.92227,-10.2755,5.80229,-1.04655,1.25381,-0.802288,557.805,187.56,560.375,169.38,591.278,175.141,587.252,192.956,0.160897,8.99569,-1.50276,5.18908,-1.33879,1.61598,-1.09981,833.47,475.986,828.478,442.268,849.074,437.825,854.717,473.613,0.130684
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/295.png,1.76813,-10.2107,5.75472,0.0465026,1.57517,0.290555,553.36,186.923,555.471,168.657,586.872,174.178,582.875,191.946,0.107875,8.87295,-1.5687,5.12864,-1.33501,1.61467,-1.12545,833.1,473.008,827.599,439.234,848.199,434.363,854.339,470.58,0.115223
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/296.png,1.73324,-10.3033,5.80476,0.0197812,1.58281,0.271179,551.788,186.804,553.865,168.342,585.07,173.847,581.45,191.642,0.0679813,8.83646,-1.57015,5.11116,-1.33263,1.61438,-1.12468,832.702,472.657,827.449,438.654,848.098,434.174,854.355,470.576,0.117878
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/297.png,1.75194,-10.1691,5.73178,0.0386153,1.58092,0.301343,553.011,186.864,555.301,168.525,586.544,174.156,582.554,191.892,0.0825687,8.768,-1.48866,5.06882,-1.34175,1.60505,-1.11675,832.993,475.42,827.829,441.215,848.618,436.625,854.652,473.001,0.148859
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/298.png,1.70513,-10.1996,5.74014,-1.04311,1.26128,-0.80606,551.385,186.708,553.506,168.358,584.971,173.788,581.041,191.663,0.117151,8.73166,-1.48987,5.05222,-1.33665,1.60731,-1.12707,832.684,475.273,827.624,441.023,848.452,436.131,854.621,472.783,0.148814
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/299.png,1.56794,-10.2449,5.75621,0.044797,1.5764,0.281921,546.828,186.306,548.963,167.87,580.24,172.762,576.673,190.675,0.0894074,8.77659,-1.58711,5.09105,-1.33564,1.64472,-1.10567,832.352,472.218,826.638,437.656,847.761,432.902,854.174,469.655,0.103874
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/300.png,1.50321,-10.1352,5.69106,0.0518805,1.57642,0.271798,545.289,186.192,547.286,167.587,578.732,172.481,575.086,190.322,0.065149,8.61683,-1.56832,5.00224,-1.32383,1.62338,-1.12267,832.169,471.956,826.465,437.386,847.583,432.232,854.19,469.568,0.147059
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/301.png,1.46331,-10.2261,5.7397,0.0502125,1.57639,0.252592,543.798,185.896,545.34,167.45,577.171,172.109,573.592,190.078,0.12105,8.59784,-1.57335,4.99426,-1.33014,1.62168,-1.12691,831.933,471.879,826.228,437.009,847.525,431.929,854.095,468.976,0.168569
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/302.png,1.50418,-10.1956,5.72559,0.0345014,1.58147,0.271031,544.911,186.114,547.019,167.545,578.652,172.468,574.827,190.373,0.111812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/303.png,1.45406,-10.1855,5.71743,0.0498367,1.57684,0.253101,543.525,185.837,545.309,167.445,576.962,172.078,573.584,190.164,0.107682,8.49292,-1.49134,4.93481,-1.33679,1.61931,-1.11283,831.988,474.352,826.444,439.161,848.058,434.246,854.383,471.81,0.118461
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/304.png,1.41025,-10.2075,5.72153,-1.0512,1.27138,-0.839765,542.051,185.784,543.421,167.354,575.354,171.719,572.102,189.835,0.111862,8.44246,-1.48912,4.90922,-1.32771,1.62494,-1.11593,831.695,474.153,826.293,438.642,847.948,433.857,854.352,471.668,0.132229
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/305.png,1.45398,-10.2001,5.72576,0.0499015,1.57715,0.254873,543.319,185.915,545.301,167.444,576.962,172.078,573.591,190.127,0.114127,8.42666,-1.41449,4.89529,-1.33327,1.62253,-1.10395,831.969,477.003,826.595,441.31,848.424,436.342,854.701,474.577,0.190891
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/306.png,1.41094,-10.2238,5.73495,0.0789928,1.57999,0.271597,541.954,185.771,543.417,167.354,575.354,171.719,572.102,189.835,0.0838606,8.35911,-1.41215,4.86085,-1.34292,1.6061,-1.11236,831.63,476.731,826.405,440.99,848.27,435.938,854.733,474.539,0.15673
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/307.png,1.3469,-10.1217,5.6699,-1.05038,1.26747,-0.855981,540.24,185.575,541.973,167.28,573.855,171.407,570.573,189.684,0.119137,8.34661,-1.4174,4.85766,-1.34502,1.61742,-1.10886,831.546,476.704,826.169,440.473,848.095,435.707,854.72,474.048,0.132295
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/308.png,1.29874,-10.1359,5.67725,0.0690877,1.5768,0.27042,538.801,185.522,540.26,167.046,572.283,171.152,568.987,189.39,0.0844562,8.27116,-1.41338,4.81756,-1.32873,1.61584,-1.11504,831.316,476.513,825.963,440.27,848.126,435.23,854.567,473.848,0.148428
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/309.png,1.24574,-10.1071,5.6583,0.0675283,1.57246,0.255459,537.104,185.477,538.381,166.819,570.574,170.925,567.595,189.079,0.0857639,8.24172,-1.41881,4.80454,-1.33856,1.61351,-1.1123,831.192,476.208,825.684,439.599,848.095,434.85,854.45,473.657,0.186053
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/310.png,1.27637,-10.0274,5.6169,0.0633163,1.57362,0.265706,538.239,185.59,539.987,167.134,571.975,171.055,568.801,189.325,0.0682546,8.22589,-1.34761,4.79337,-1.33282,1.61625,-1.10722,831.357,478.789,825.963,442.27,848.574,437.128,854.789,476.589,0.146465
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/311.png,1.23759,-10.1056,5.65346,-0.99887,1.27874,-0.86863,536.802,185.51,538.278,166.816,570.25,170.864,567.267,189.048,0.0781796,8.1448,-1.3439,4.74967,-1.34254,1.61332,-1.10421,831.132,478.586,825.777,441.858,848.434,436.81,854.824,476.549,0.159102
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/312.png,1.19314,-10.1535,5.67785,-1.01662,1.27571,-0.873348,535.215,185.5,536.372,166.662,568.873,170.618,565.736,188.712,0.149658,8.14585,-1.3522,4.75485,-1.33945,1.62314,-1.09649,830.882,478.602,825.543,441.327,848.295,436.379,854.774,475.958,0.155473
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/313.png,1.1289,-10.0135,5.59816,-1.04053,1.27771,-0.877229,533.599,185.388,534.851,166.602,566.895,170.216,564.256,188.56,0.110651,8.06015,-1.34508,4.70809,-1.337,1.62015,-1.10483,830.718,478.342,825.309,441.032,848.181,435.984,854.748,475.801,0.136399
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/314.png,1.0996,-10.2052,5.70654,0.0635446,1.58618,0.24276,531.841,185.151,533.381,166.507,565.344,170.09,562.665,188.37,0.0858057,7.98216,-1.34053,4.66666,-1.33508,1.61487,-1.10936,830.503,478.148,825.033,440.557,848.095,435.474,854.628,475.672,0.168562
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/315.png,1.04337,-10.1428,5.66764,0.0780945,1.57656,0.243075,530.608,185.012,531.222,166.412,564.024,169.863,560.797,188.152,0.110895,7.97973,-1.3486,4.66994,-1.3361,1.6221,-1.10395,830.371,477.91,824.818,440.229,848.029,435.071,854.615,475.591,0.164085
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/316.png,0.982913,-10.0398,5.60375,-1.01079,1.29197,-0.881733,528.713,184.913,529.955,166.402,562.21,169.55,559.599,188.014,0.0987255,7.92738,-1.34852,4.64314,-1.34271,1.62005,-1.10136,830.17,477.591,824.543,439.834,847.885,434.575,854.63,475.592,0.168963
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/317.png,0.937362,-10.1142,5.6448,0.0924472,1.57808,0.255951,526.832,184.797,528.277,166.487,560.115,169.094,557.892,187.728,0.0752809,7.8566,-1.34668,4.60647,-1.33531,1.62146,-1.10386,829.801,477.467,824.28,439.325,847.766,434.062,854.434,474.864,0.171538
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/318.png,0.881035,-10.082,5.62408,0.0876081,1.57596,0.240638,525.475,184.715,526.244,166.46,558.792,168.918,555.979,187.556,0.0850076,7.79592,-1.34656,4.57619,-1.33511,1.62976,-1.10506,829.613,477.206,824.011,439.026,847.578,433.212,854.371,474.635,0.198139
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/319.png,0.831595,-10.0801,5.61806,-0.991037,1.30278,-0.895564,524,184.716,524,166.218,557.04,168.785,554.603,187.234,0.131548,7.76059,-1.34894,4.55887,-1.33995,1.62486,-1.10842,829.464,476.985,823.613,438.338,847.456,432.993,854.396,474.549,0.162627
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/320.png,0.774299,-10.0436,5.59584,-1.00382,1.30807,-0.890703,522,184.6,522,166.062,555.188,168.645,552.712,187.102,0.115928,7.7167,-1.35241,4.53732,-1.32702,1.62665,-1.11488,829.308,476.784,823.328,438.021,847.265,432.284,854.316,473.899,0.190791
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/321.png,0.730411,-10.1204,5.63708,-0.987478,1.31435,-0.891161,520.212,184.552,521.363,165.809,553.579,168.561,551.131,186.946,0.127669,7.63134,-1.34711,4.4922,-1.32357,1.62019,-1.11914,829.038,476.586,823.057,437.398,847.21,432.031,854.253,473.734,0.180092
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/322.png,0.671638,-10.0314,5.58952,0.12545,1.57564,0.226316,519,184.561,519,165.736,551.612,168.247,549.766,186.707,0.148237,7.62627,-1.35498,4.49554,-1.33331,1.6324,-1.10717,828.727,476.298,822.88,437.073,847.08,431.276,854.24,473.649,0.185315
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/323.png,0.623599,-10.0657,5.60195,-0.993919,1.31457,-0.899929,517,184.587,517,165.647,550.092,168.11,547.841,186.44,0.117217,7.53066,-1.34663,4.44283,-1.32866,1.6312,-1.11064,828.537,475.966,822.477,436.628,846.941,430.748,854.188,473.598,0.176958
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/324.png,0.57442,-10.1004,5.6244,0.119582,1.57524,0.207597,515.065,184.622,515.964,165.662,548.153,167.916,546.64,186.248,0.0684294,7.52044,-1.35417,4.44112,-1.3324,1.63071,-1.10773,828.306,475.927,822.275,436.289,846.637,430.168,854.156,472.905,0.172661
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/325.png,0.516565,-10.0088,5.57184,0.137916,1.57387,0.216398,514,184.652,514,165.548,546.477,167.852,544.654,186.061,0.0733876,7.46901,-1.35619,4.41538,-1.32423,1.63633,-1.11321,828.071,475.555,821.83,435.529,846.579,429.837,854.118,472.688,0.219105
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/326.png,0.466362,-10.0716,5.60081,-0.980495,1.31792,-0.921068,512,184.645,512,165.557,544.731,167.614,542.764,185.948,0.13678,7.38476,-1.35204,4.37118,-1.3273,1.63186,-1.11849,827.794,475.194,821.411,435.216,846.33,429.096,854.133,472.444,0.190393
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/327.png,0.325017,-10.077,5.60042,-0.955768,1.32978,-0.94255,507,184.778,507,165.647,539.715,166.966,538.644,185.503,0.109323,7.34407,-1.42162,4.35858,-1.31802,1.63866,-1.11825,827.289,472.314,820.534,432.052,845.391,425.436,853.563,468.936,0.180315
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/328.png,0.271132,-10.0642,5.59065,-0.955195,1.32589,-0.945644,505.39,184.837,504.886,165.651,538.038,166.909,536.68,185.336,0.140193,7.3063,-1.42627,4.34261,-1.32161,1.64204,-1.1209,826.78,471.996,820.233,431.33,845.26,424.883,853.519,468.633,0.219098
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/329.png,0.214797,-10.0303,5.57459,0.144813,1.56726,0.210767,504.292,184.881,502.979,165.689,536.256,166.756,534.797,185.238,0.0957202,7.2297,-1.42178,4.30162,-1.3182,1.64508,-1.12003,826.633,471.6,819.756,430.953,845.12,424.182,853.505,468.532,0.197237
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/330.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15889,-1.4821,4.2719,-1.30325,1.65227,-1.12766,826.072,468.78,818.714,427.614,844.13,420.85,853.079,465.185,0.189484
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/331.png,0.024287,-10.0967,5.60615,-0.93835,1.3442,-0.96572,497,185,497,165.831,529.413,166.347,528.798,185,0.121056,7.1326,-1.48823,4.26185,-1.30795,1.66312,-1.11814,825.686,468.501,818.359,427.139,843.987,420.141,852.992,464.757,0.185499
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/332.png,-0.0299246,-10.1138,5.61965,0.164877,1.56238,0.17266,496.032,185,494.632,166,527.684,166,526.684,185,0.0504085,7.06394,-1.48484,4.22591,-1.30296,1.65895,-1.1214,825.492,468.045,817.898,426.486,843.764,419.463,852.809,464.509,0.227135
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/333.png,-0.0858098,-10.0918,5.60868,0.187326,1.5614,0.153784,494.257,185,492.728,166.473,526.202,165.773,524.684,185,0.0709897,7.04616,-1.49449,4.22126,-1.3049,1.66447,-1.123,825.202,467.838,817.49,426.006,843.459,418.797,852.841,464.008,0.208725
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/334.png,-0.140875,-10.0242,5.57055,0.203236,1.55951,0.157649,492.298,185,490.929,166.567,524.306,165.732,523.123,185,0.0625031,6.96308,-1.48757,4.17726,-1.30748,1.66404,-1.12075,824.814,467.398,817.138,425.321,843.255,418.164,852.751,463.697,0.223647
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/335.png,-0.278509,-10.1341,5.63038,-0.933513,1.36903,-0.976006,487.828,185,486.429,166.872,519,165.654,519,185,0.137149,6.90936,-1.54798,4.15855,-1.30464,1.67309,-1.12568,824.203,464.559,816.034,422.26,842.309,414.688,852.314,460.581,0.220842
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/336.png,-0.33265,-10.0591,5.59179,0.202527,1.56045,0.159242,486.054,185.251,484.421,166.995,517,165.647,517,184.889,0.0637161,6.83447,-1.54353,4.11945,-1.29102,1.67646,-1.12979,823.86,464.274,815.551,421.658,842.053,413.91,852.265,460.139,0.248611
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/337.png,-0.389183,-10.0882,5.60746,0.193773,1.56623,0.157512,484.143,185.474,482.69,167.079,515.383,165.678,514.813,184.806,0.0850418,6.78923,-1.54578,4.09828,-1.29516,1.67326,-1.13069,823.504,463.985,815.21,421.14,841.849,413.026,851.964,459.681,0.22861
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/338.png,-0.447821,-10.1555,5.64197,-0.917496,1.37203,-0.997617,482.258,185.801,480.816,167.122,513.732,165.674,512.635,184.654,0.139458,6.73671,-1.54704,4.07256,-1.29545,1.67778,-1.129,823.235,463.569,814.637,420.334,841.547,412.432,851.949,459.404,0.235392
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/339.png,-0.497846,-10.0664,5.59691,0.205181,1.55592,0.160932,480.291,185.896,478.926,167.535,512,165.538,512,184.693,0.0993375,6.67949,-1.54704,4.04482,-1.29541,1.68206,-1.13142,822.851,463.277,814.226,419.818,841.304,411.675,851.916,458.83,0.243822
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/340.png,-0.55561,-10.1121,5.62407,0.197873,1.56254,0.150514,478.983,186.001,476.878,167.792,510,165.518,510,184.688,0.0819472,6.6196,-1.54562,4.01425,-1.29097,1.68295,-1.13146,822.629,462.919,813.653,419.241,841.104,410.825,851.713,458.477,0.219073
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/341.png,-0.610202,-10.0806,5.60784,0.206492,1.56647,0.147503,477.207,186.113,475.009,167.909,508,165.568,508,184.698,0.090904,6.57334,-1.54804,3.99348,-1.28681,1.68612,-1.13005,822.195,462.582,813.246,418.418,840.796,410.075,851.63,457.928,0.229318
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/342.png,-0.666183,-10.044,5.59075,0.226225,1.55754,0.120973,475.208,186.337,473.245,167.993,506,165.645,506,184.673,0.110973,6.53778,-1.55302,3.97794,-1.28931,1.68886,-1.13043,821.775,462.207,812.83,417.733,840.412,409.319,851.558,457.609,0.241261
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/343.png,-0.713065,-9.96051,5.54326,-0.919785,1.38188,-1.02052,473.36,186.635,471.35,168.154,503.906,165.732,504.205,184.62,0.13156,6.45116,-1.54637,3.93165,-1.29057,1.68474,-1.13919,821.428,461.82,812.328,417.201,840.167,408.346,851.399,457.14,0.24779
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/344.png,-0.77571,-10.0668,5.60732,0.220393,1.5574,0.105754,471.823,186.806,469.525,168.551,501.694,165.73,502.855,184.641,0.0838171,6.41402,-1.54937,3.9157,-1.28385,1.69146,-1.13569,821.039,461.476,811.748,416.494,839.802,407.588,851.35,456.622,0.257485
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/345.png,-0.831466,-10.0894,5.61631,-0.894957,1.39311,-1.01581,470.154,187.104,467.689,168.73,499.879,165.936,501.321,184.615,0.0695018,6.36165,-1.55127,3.89069,-1.28429,1.69348,-1.13175,820.683,461.062,811.306,415.813,839.557,406.909,851.26,456.302,0.258805
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/346.png,-0.888934,-10.131,5.64525,0.226593,1.55049,0.111707,468.368,187.254,465.83,168.76,499,166.23,499,184.734,0.0442613,6.30665,-1.55081,3.8634,-1.2877,1.69292,-1.13418,820.341,460.63,810.769,415.03,839.289,406.069,851.034,455.791,0.249094
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/347.png,-0.94331,-10.0948,5.62753,0.249512,1.55217,0.110291,466.438,187.491,464.039,168.901,497,166.42,497,184.816,0.0990153,6.25388,-1.55144,3.83739,-1.27866,1.69773,-1.13685,819.943,460.239,810.248,414.451,839.035,405.092,850.897,455.453,0.277026
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/348.png,-0.991181,-10.0032,5.57964,0.239609,1.55842,0.112282,464.892,187.7,462.091,169.141,494.897,166.465,495.221,184.924,0.0878226,6.1905,-1.55088,3.80669,-1.28262,1.70226,-1.13339,819.548,459.847,809.704,413.687,838.558,404.139,850.885,454.793,0.251585
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/349.png,-1.05902,-10.1305,5.65159,-0.87883,1.41483,-1.01793,463.061,187.981,460.175,169.701,492.809,166.36,493.423,184.945,0.117016,6.15824,-1.55546,3.79319,-1.27488,1.70699,-1.13546,819.054,459.347,809.26,412.911,838.224,403.214,850.755,454.489,0.261105
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/350.png,-1.12689,-10.224,5.70439,-0.864172,1.40706,-1.02326,461.269,188.249,458.272,169.987,490.698,166.428,491.776,185.076,0.0902998,6.08008,-1.55157,3.75236,-1.27734,1.70243,-1.13963,818.766,459.12,808.479,412.151,837.985,402.34,850.611,453.691,0.275178
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/351.png,-1.17936,-10.1916,5.68892,-0.865165,1.40467,-1.05627,459.322,188.399,456.607,170.129,488.673,166.561,490.063,185.431,0.176387,6.03668,-1.55478,3.73336,-1.26954,1.71081,-1.13569,818.287,458.494,807.898,411.266,837.693,401.483,850.423,453.364,0.275635
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/352.png,-1.23367,-10.1734,5.68228,-0.857896,1.4146,-1.05369,457.727,188.537,454.632,170.686,486.733,166.617,488.229,185.565,0.129244,5.98366,-1.55559,3.70774,-1.27318,1.71221,-1.1352,817.839,458.125,807.4,410.536,837.242,400.608,850.408,452.682,0.282486
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/353.png,-1.28376,-10.1197,5.65941,0.266574,1.53508,0.0639809,455.998,188.989,452.793,170.825,484.878,166.923,486.316,185.556,0.0673318,5.94237,-1.56002,3.68997,-1.26622,1.72035,-1.13604,817.514,457.73,806.766,409.924,836.961,399.465,850.22,452.254,0.275469
